Person,M00,M01,M02,M10,M11,M12,M20,M21,M22
11,277695,43557825,6840617505,24133710,3783631605,593891242065,2178447660,341309354025,-14758491663
11,292995,64105980,14035441740,24401460,5333206425,1166397894705,2124233130,463715557665,17580245325
11,290700,63499080,13879869300,24125550,5264465310,1149543443520,2093669340,456314273700,847188574
11,291720,63595725,13873773015,24293340,5290789470,1153076990760,2114621670,460007059260,8823908202
11,287640,62579550,13624563810,23881260,5190773370,1129054187910,2072999550,450071897670,13690730886
11,292995,63602100,13816257000,24308895,5273191665,1144690454625,2106285465,456509598855,-911329813
11,286110,61948425,13422839175,23618355,5110628655,1106659525635,2034906375,439969859745,4840986577
11,292230,63126780,13646013900,24043185,5191885425,1121905775205,2063223615,445323930525,9311869473
11,300645,64751640,13955972520,24778095,5334051495,1149088113735,2133759165,459051706095,8209037207
11,301155,64695285,13908096015,24711030,5306584170,1140367787190,2119475850,454922055810,-17490833834
11,298605,64024125,13737719295,24325980,5214792075,1118713142055,2067451770,443082239295,-10618022717
11,306255,81778755,21848233995,31955070,8530977570,994465644316,3434833170,916696381860,-15442049410
11,303450,80798025,21524773125,31427475,8366397000,1107418178934,3349778175,891479609850,-12558442916
11,308550,81901155,21750940275,31966290,8484031305,1144776180267,3411055950,905109796665,-11468017185
11,310080,82037325,21715790055,32030550,8473890975,1212202842705,3407969940,901473964845,17308660035
11,316965,83586960,22054179390,32697120,8622527925,1257107849283,3474813600,916256580555,-19789261671
11,316200,83172075,21888262365,32539275,8559349125,1269076501751,3450635775,907636472325,-17967829917
11,315435,82771470,21730408950,32533410,8537800860,1266721997248,3458172300,907561428630,-18936448306
11,323085,84489915,22106100195,33473595,8755342635,1286138404101,3579878955,936496655775,-16906367351
11,316200,82434870,21501637740,32676210,8518903320,1285671358612,3492063840,910342317360,-8862229656
11,313395,81504120,21207526350,32208030,8376555945,1354989598563,3419770320,889361875395,8474347865
11,345270,54602130,8648461170,30791505,4869838275,771357817335,2862087105,452637658455,-8414218033
11,350115,55290375,8745639375,31093425,4910439630,776702686950,2878027665,454490799300,-9788362588
11,355980,56194605,8885461995,31658760,4998219045,790371285435,2935543170,463478747835,-14556768567
11,367965,58059675,9176612325,32761890,5170515405,817363397025,3045935220,480802627755,-24370062469
11,375615,59266845,9367904145,33517200,5290337355,836440820145,3125482470,493471808565,-19237480569
11,385050,60752985,9602245065,34788630,5491711620,868359344310,3294772890,520370262480,-29339161982
11,386835,61067910,9657518100,35147415,5552691810,878709834090,3347287845,529218276960,-26099600508
11,391680,61831125,9777906405,35833620,5660614695,895702782915,3440140230,543808201155,-7735213253
11,384030,60589275,9576087165,34907205,5510137155,871238921355,3326168745,525298298895,-9802245613
11,383265,60432705,9545514705,34904655,5504877270,869626481640,3334247145,525947432250,-7401453508
11,338640,72550305,15557941425,29156955,6239514675,1336500729405,2617973565,559502227155,14696111737
11,342210,73141395,15647716725,29468565,6293267145,1345260350685,2648628135,565066263405,-6421775971
11,353175,75268860,16057106220,30617085,6520284720,1389922668150,2769342075,589206907110,1236503780
11,361080,76730010,16321863540,30715770,6524017410,1387112390670,2738204280,581185058460,200381360
11,355215,75193890,15934222230,30267480,6403869315,1356317603055,2692055910,569147072265,-2399197075
11,371790,78440550,16566487590,31410135,6624849255,1398699884175,2781558105,586381569585,8246461837
11,371025,78002205,16415848125,31578435,6637409535,1396518500955,2812193805,590890227645,-2850442651
11,383010,80333925,16866137835,32468385,6809423865,1429458196335,2900238165,608146408635,31193616665
11,384540,80378550,16818384240,32444925,6781430220,1418804441430,2884231815,602794385760,14388918374
11,370515,77306055,16145720505,31312215,6533520495,1364556844305,2784714495,581039879055,17073711717
11,379185,95442165,24041727675,40893585,10292867430,1806659456292,4536221265,1141696995600,-21554775806
11,392955,98369820,24643738560,41478810,10386238230,1881032725452,4532285850,1135122966570,-25320862444
11,365160,91038825,22713934005,38819670,9678713955,1774896947281,4261385580,1062457254435,-20993587991
11,367710,91199730,22636890600,38703645,9599918190,1846011967210,4212828225,1044982864590,-19064048842
11,363375,89680950,22151249730,39138930,9658872660,1693990918804,4359398910,1075738953150,-20685175314
11,389640,95681610,23515654770,41886300,10284905310,1771501351444,4679306100,1148792110500,-49068067662
11,391935,95851695,23462109105,42652065,10427925885,1860167864029,4815129045,1176771319185,2769549697
11,404175,98432040,23993521710,44395500,10808292555,1929236519641,5062264080,1231851181995,-6385697487
11,395505,95809365,23231131635,43377540,10506081090,2005715290164,4925231160,1192578108480,-10515845014
11,391170,94371675,22789032015,42586530,10273964535,2094270695445,4784778180,1154272918065,4298160543
12,198645,30940935,4823342085,18329400,2855721030,445287964050,1743395730,271664694210,9441566078
12,206295,32099145,4998840225,19277490,2999765175,467190194295,1857953460,289098376875,5923494679
12,207570,32265660,5019846360,19520250,3034633365,472172869815,1893128160,294295840425,8505105831
12,209355,32540805,5062469865,19793100,3076867485,478733172705,1928127420,299717474475,4692845179
12,209100,32453085,5041275285,19810185,3075260730,477813791370,1933122615,300108227040,9221403440
12,211650,32819010,5093426100,20064930,3112210740,483143302590,1961928180,304347233820,7840849870
12,216750,33590640,5210428260,20455845,3170823255,491948362065,1989644385,308420709135,9984982041
12,211650,32677995,5049811665,20067480,3099911835,479275630125,1961454390,303097502535,14435949129
12,214710,33087015,5103279555,20340840,3136332465,484014233415,1987831590,306629626365,4577165539
12,209610,32228940,4959918300,19709205,3032291190,466943679420,1911685275,294246177390,1250203956
12,218790,46636440,9947146590,19541670,4163048910,887464408920,1803520650,383911038420,2792447710
12,218025,46206000,9798390810,19614855,4155472860,880910847210,1823347665,386057960430,9244351628
12,218790,46204980,9763569030,19675035,4154448270,877766451390,1828269165,385911902040,-4144172644
12,216750,45617715,9606366375,19352460,4072590720,857561143890,1785327930,375601351380,-6333558726
12,223380,46840440,9827529150,19937685,4180359585,877011374715,1840917675,385883999685,452678831
12,227205,47486100,9930295170,20242410,4230727695,884743472985,1866604590,390073587975,894186705
12,236385,49267785,10274126205,21184890,4415937510,920990998530,1968083880,410250437220,2482681244
12,234090,48741210,10154065320,20849310,4341904380,904677392910,1929955260,401919210840,7886085514
12,234090,48639210,10112045400,20719770,4306136295,895433589105,1905051960,395950265955,4691715885
12,225165,46691775,9688056135,19929525,4134030930,858025538160,1832191575,380108076540,2231395850
12,245055,64289580,16872299910,27254655,7147874655,642655488223,3110012895,815309975355,-2149548569
12,238170,62346735,16327409535,26396835,6907483095,683031632093,2999613195,784555142415,6970726553
12,245310,63998625,16704315345,27297240,7117573260,727207864222,3115328370,811734263100,-12080622254
12,245565,63892800,16632175590,27278880,7093708320,754727527726,3108753450,807834414480,4370405022
12,235620,61138545,15871858665,26381535,6842061060,701679524300,3029790405,785238128040,-5944132092
12,232305,60083100,15547013910,26152035,6761342340,722450900956,3018854475,780060099570,14757126898
12,237150,61066890,15732143910,26688555,6870807465,816233718753,3078368925,792214308645,-7803503435
12,230775,59193405,15189408285,26087010,6689444835,844250104417,3020268450,774178352445,-15303923249
12,211395,53991915,13795819005,24522075,6259916970,812730377832,2893243005,738171468870,-23059094880
12,206805,52616700,13392604590,24140850,6139175490,827435589834,2863657650,727894009560,-14293920964
12,200940,31242345,4861792005,18936555,2944889175,458364584115,1835736075,285507953925,23477792993
12,202215,31406055,4881768195,19037025,2957540490,459857210550,1845885585,286821805980,614837200
12,202725,31431555,4877402595,19095165,2961758190,459766290300,1852743045,287446888500,12337465146
12,203745,31522080,4880715300,19254030,2980566990,461757889770,1877693520,290799945210,12253148274
12,205020,31701600,4905803220,19280550,2982895650,461846669040,1871887680,289717244790,13835552860
12,206550,31928040,4939294920,19372350,2996145195,463751412195,1875296010,290157416355,12640632027
12,215730,33335895,5155675425,20197785,3123236175,483361199325,1955629935,302574863715,-9850183551
12,215220,33256080,5143403550,20286270,3137075025,485546547285,1976522340,305846637645,-6591876035
12,219300,33899445,5244899925,20803155,3218032425,498235323315,2040655095,315852723915,960629453
12,219810,33983850,5258939970,21015825,3252039990,503684503740,2077130805,321661829190,3986400588
12,225420,47296380,9928466820,20039940,4204822755,882702918105,1849899540,388114501005,-202173533
12,220575,46162905,9666273525,19458540,4073163705,853057362705,1780973550,372832792155,5958047895
12,217005,45387705,9498019425,19179060,4012528530,839904679710,1759080270,368064514770,2833191946
12,228735,47682195,9945826965,20251845,4222444275,880885663665,1858725855,387556575795,1256310585
12,213435,44490615,9279211575,19026570,3967025055,827571075075,1757907270,366538753125,-5273015415
12,216495,44974350,9348455550,19187985,3987273075,829044882255,1760368785,365867986335,-9930143057
12,218790,45336195,9400134105,19471035,4035319665,836829090795,1791929625,371390109765,-6001723689
12,223380,46207785,9564032295,20031015,4143424620,857570325420,1860200775,384726222930,-1370773842
12,231795,47813010,9868619850,20776125,4284533970,884116757190,1927898685,397462760970,4964768946
12,238170,49016610,10094040360,21363390,4395851670,905065371840,1986329640,408625491540,12098091534
12,221085,57268410,14839924920,24729390,6405005595,671731640155,2838184170,734903975625,27052122577
12,224910,57990825,14957739765,25045590,6457626375,767977843891,2859398640,737143917555,16457231931
12,223380,57374490,14741425050,24833175,6377735130,839651343144,2829165075,726457292130,-2178221572
12,233580,59769705,15299151615,26107665,6680243160,863741534068,2994181185,766035971670,3705561570
12,232560,59347425,15149838405,25956195,6622720005,938701906055,2972050755,758158218165,372595891
12,190485,48516045,12361497555,21832335,5558642235,844539295397,2544464715,647589811185,-1073631993
12,181305,46074930,11713176120,20746035,5270103615,849598325841,2414176035,612993359385,19820461463
12,199410,50549925,12818405535,22671795,5743387185,832660812965,2642314845,668855414295,-12334952221
12,181815,45955845,11620143195,21536790,5438287335,695129067817,2598461730,655455385635,6487257117
12,197625,49726785,12517033785,23121105,5813417325,796513701565,2765135595,694671416925,1807543937
13,303450,46464825,7124527365,25270500,3873281700,594445268580,2206517550,338557023000,-10704430672
13,303705,46541325,7141941315,25370715,3891680715,597731783805,2222900535,341331171825,-8578622005
13,306000,46934535,7208694195,25603785,3930814800,604265262990,2247827295,345452387730,-3896503412
13,306000,46978140,7222117650,25603530,3933853635,605207883495,2247237990,345589668255,-7655589241
13,306255,47062290,7241845470,25631835,3941437080,606858867990,2251941975,346550799210,-13395294780
13,308805,47533020,7326569730,25878930,3985083645,614459223315,2276041260,350669622705,-2150552545
13,310590,47880840,7391398890,26013825,4010705025,619153947225,2286916245,352659829365,-11942856335
13,320280,49475100,7653126810,26962935,4164646740,644101289550,2384978535,368383728870,-16297196888
13,324105,50137845,7767152865,27203400,4206240045,651255654975,2399314380,370854381795,-16875034127
13,332265,51487815,7990195245,28032405,4340380245,672970897035,2485704045,384607694085,-10883365681
13,309570,66906390,14470240200,24142125,5220618825,1129671251445,1991608905,430945007865,9031459393
13,309825,66960195,14481576225,24154365,5223313665,1130262278205,1994028855,431484383355,8651434395
13,306255,66158730,14301732120,23757585,5134711110,1110479644170,1950015345,421682752770,11968442774
13,306255,66177090,14309844690,23789460,5142964440,1112569452300,1954714740,422793492480,6950278332
13,307785,66504255,14379915885,23898345,5166388230,1117617954030,1963127955,424615453200,-5741876288
13,305490,65992980,14266019880,23757075,5134639965,1110485299305,1953597585,422447172645,-4663105303
13,301665,65143065,14077214055,23360805,5046568320,1090915569360,1911904575,413182576140,-9981577860
13,302685,65374605,14129867985,23409000,5057939535,1093595682345,1912082820,413304332265,-3137587989
13,302430,65316975,14116807395,23328420,5040039555,1089617009655,1900703190,410781028215,-8732267205
13,300645,64928865,14032366695,23217240,5015510595,1084202520705,1894206300,409312777485,-5373787077
13,324105,87135540,23437488090,32005305,8608363185,1173948360799,3282897285,883378159125,-17007294397
13,321555,86398335,23225305395,31616175,8497894890,1215672959706,3230283135,868540560570,-11506249058
13,320025,85970190,23105769810,31496835,8464510545,1227832857581,3218285895,865212249825,-5230129427
13,316965,85116450,22868018520,31128615,8362165020,1250965429688,3170522355,851981537340,-15807058612
13,312375,83847570,22517371590,30631875,8225051010,1260375619984,3113542095,836280980280,-11376008794
13,308040,82609545,22165169415,30088725,8071598385,1285850893415,3045548895,817224225165,-4856365941
13,308040,82561350,22139322870,30030840,8051324355,1296319086609,3033868620,813607710615,-9500592711
13,308040,82523610,22119328830,29976270,8032777185,1341860451051,3019899720,809438959905,-5669630269
13,311355,83391375,22346661585,30328680,8125085910,1366056921906,3058858620,819645818130,-1387331486
13,313140,83795295,22435067535,30560475,8179359090,1357034668726,3089006505,826879391400,-10773704152
13,307785,48072600,7518277200,25586190,3994889670,624517865340,2231831400,348383413830,-15660164480
13,317220,49619940,7772218440,26486595,4140532920,648108810900,2322325035,362839514280,-21734354780
13,320790,50234235,7877976375,26560290,4156212105,651283355115,2305142880,360475947075,-21481584427
13,324615,50886780,7988953140,26915505,4215390465,661138910805,2340684015,366262163805,-23079615587
13,328950,51638010,8118784350,27251850,4272962070,670990779960,2368042710,370850885490,-15587532420
13,327675,51464355,8095641315,27151890,4259077320,669093369840,2360298360,369758992830,-12853379034
13,327165,51396015,8086677045,27197535,4266451665,670275592935,2375364525,372060428775,-18825903947
13,328695,51677790,8137532970,27404085,4302071850,676376770620,2402225205,376525078680,-21367794610
13,329205,51755820,8149318560,27604005,4332905430,681122088060,2434501575,381499886940,-24105048174
13,326655,51357000,8086721670,27391590,4300878450,676280923260,2415690990,378761797410,-27123308152
13,292485,63882090,13962313860,22326780,4876440735,1065776441025,1796583120,392398389825,-9240006169
13,298605,65194320,14244129660,22855395,4989515895,1089995184345,1844312235,402591320715,-3575946675
13,304215,66421125,14512816785,23322300,5091168585,1112156839605,1885903500,411615471345,-14720118039
13,309825,67634160,14775422670,23839950,5202752760,1136233142730,1934997630,422175770790,-9147531912
13,318750,69596895,15207888645,24598065,5368417590,1172502048750,2001386115,436601297250,-4573495642
13,328950,71811315,15689366385,25410750,5543851725,1210425967755,2072596140,451903909215,-2213649143
13,339660,74106315,16181569425,26450640,5766462900,1258114738950,2178287010,474513628290,1213173096
13,342465,74650485,16285717035,26786730,5832753210,1271071136970,2217432060,482313202620,2842586272
13,342210,74537520,16248569910,26880570,5848235790,1273370691780,2234554800,485578773420,352235474
13,345525,75182415,16372493535,27261030,5923776225,1288263484575,2278003230,494300099565,-1124262617
13,359805,96620775,25960260975,35836680,9619378260,1367933261792,3706946730,994559386950,-28346496350
13,365415,97927650,26257713120,36793695,9854606580,1305037658134,3850474245,1030624239930,-16329330964
13,365925,97886595,26198957805,36994635,9889029030,1274708448746,3892478865,1039663471770,-4892178998
13,374595,99924555,26669456775,38278815,10201465230,1208337102518,4078877235,1085924116230,-15322348486
13,365160,97167240,25869954510,37259580,9904490190,1229859998358,3964652280,1052703373110,8730944146
13,366690,97294485,25829971785,37584705,9961430670,1207190327246,4020480705,1064274092460,-14800481112
13,360825,95507700,25294523550,37095870,9808901145,1199318408915,3978040290,1050645920655,-4464292527
13,363630,95981745,25349092275,37296555,9836353425,1234175521213,3992676015,1051974742995,25394742579
13,365160,96065385,25287343005,37404165,9833409450,1285340975682,3999312645,1050531375420,14928800044
13,365670,95933805,25182610425,37410030,9810081540,1315585339432,3996324300,1047364143840,8273000248
14,258315,41568570,6696798780,22655220,3644308275,586856144985,2055024090,330443177235,-21279602759
14,263415,42370800,6823148220,23089230,3712605945,597618301155,2094475650,336667682355,-17004539207
14,269535,43313280,6968205990,23795070,3823374885,615013264365,2176455600,349704358965,-16109646515
14,271575,43614435,7012429875,24079395,3867198675,621766886835,2212866285,355435719585,-15156784655
14,275400,44236635,7113768915,24561600,3945738420,634574297280,2270987670,364914660930,-13747400270
14,277695,44587005,7167288315,24923700,4002440475,643467064515,2318942460,372508597905,-11885688135
14,275145,44157585,7094787735,24751830,3972868890,638372817570,2309669640,370826650800,-14779394660
14,270300,43384935,6971313165,24311700,3902136480,626983401690,2266596570,363854044530,-15815126112
14,268515,43157220,6944277810,24151050,3880867950,624299646030,2249957310,361520179470,-9748079846
14,271320,43676400,7038703290,24405540,3927594660,632744366790,2275512390,366133209030,-20413228600
14,264435,58850175,13104601215,22230135,4944389565,1100338531065,1941894105,431650497495,8165672055
14,266730,59279085,13181993715,22379565,4970923845,1104756367305,1951988535,433321249335,15980332895
14,271830,60303675,13385957505,22831425,5062314315,1123096119285,1994909625,442087888725,30461262539
14,272850,60413070,13384378800,22858200,5058711420,1120183961910,1994147430,441120789750,34118189836
14,273105,60394455,13363605225,22869930,5055497655,1118182211655,1996392450,441153975705,32856642893
14,272085,60064995,13267813965,22815870,5034852345,1111697825835,1994524830,439984206045,23585276235
14,272085,59948970,13216617870,22857945,5034478515,1109487381795,2002517805,440917367835,16613124623
14,268005,58970280,12983380590,22466265,4941161010,1087377057270,1962520545,431461838550,20304019622
14,266220,58514850,12869424660,22368600,4914228675,1080259783635,1956604290,429662564415,18156796319
14,262140,57564210,12648449820,21938415,4814931675,1057378948815,1909668735,418914306255,-597820713
14,291720,79019145,21412808745,30906765,8369825220,755682580658,3372374235,913069501050,-23796849856
14,286620,77456250,20940368970,30200160,8159227860,835172751746,3275926350,884855370810,-33455917212
14,286620,77261940,20835745530,30130545,8119631460,879028861480,3258947685,877969699140,-19241906552
14,279225,75109740,20212664250,29249775,7865439045,926234881493,3151651335,847223346225,-42506595423
14,283050,75974190,20401533570,29757480,7984279245,957795577929,3219248520,863427587445,-47726102067
14,283560,75895140,20322502950,30085665,8048789145,960219017347,3285663015,878609292945,-41342361705
14,287640,76871535,20553278205,30514575,8150954385,971345051629,3332489175,889706743515,-30814852801
14,284070,75726330,20195940840,30209850,8049298125,964528661425,3307930380,880954794675,-30680453605
14,300135,79860390,21259380090,32007090,8512161885,1006393267537,3513110520,933817810905,-24714287819
14,297330,78911790,20953319400,31626120,8389213380,1058155844548,3458816430,917015125230,-46731634338
14,228990,35018385,5363095485,20107770,3076726470,471513973020,1825420560,279522040320,-11721702850
14,232815,35797155,5512007325,20379855,3133250535,482447131935,1843754295,283455017775,-6302285949
14,231540,35824440,5550486060,20221755,3128231880,484629056010,1824958245,282290224440,747076578
14,239700,37317465,5817763545,20933460,3257711955,507701700045,1890055410,294024780015,-2176356871
14,239445,37471740,5871967110,20944170,3275722605,513042682695,1894730580,296160054645,-1643833869
14,243525,38295135,6029934765,21304995,3347835330,526779125970,1927717125,302678698950,-20087650110
14,245055,38695740,6117941130,21408015,3378677835,533902150875,1934029395,305061170325,-6700863479
14,242505,38389740,6084465750,21203505,3355033215,531486490995,1916847495,303163930035,-11020858729
14,246075,39097110,6218834940,21576825,3426940665,544876075365,1957643415,310814685345,-1340772687
14,240975,38365515,6114551415,21058665,3351988770,534083529570,1905463275,303252630510,-1834674538
14,235875,50766675,10934583855,19387140,4175637495,900077623605,1657708590,357371486295,34843895545
14,237150,51180030,11053631880,19456755,4201029120,907797498450,1659832995,358617798030,27533088536
14,237660,51474810,11157370980,19516425,4228686675,916982179995,1666452285,361273983855,18076726223
14,239445,52046010,11321296710,19726290,4288351575,933002453505,1688940990,367258174935,23789882801
14,239955,52337475,11423968635,19781625,4313781705,941446547985,1694816445,369545019525,14717175157
14,245055,53699430,11776055550,20200845,4424680695,969919539945,1729101195,378575992935,15087917589
14,249135,54821430,12072219180,20568300,4524100095,995872075695,1763362740,387702031365,21999393437
14,252960,55863360,12346070820,20956665,4625207340,1021602180810,1802566185,397574139870,31717266664
14,257295,57011625,12642075585,21309585,4718989455,1045816900995,1831902405,405417608115,36910131327
14,254745,56535795,12555903945,21133380,4686405300,1039975754970,1822786920,403867939200,11363125698
14,271830,74354940,20349383010,28503645,7794448320,663721315608,3069170565,839029466670,-40522261034
14,277440,76110870,20890770960,29158740,7995811620,574592821288,3146130840,862326401310,-54003126070
14,279990,76989855,21181293735,29432100,8089084755,540777426313,3176098950,872446741605,-38683340109
14,272850,75152580,20709939240,28626810,7881151125,573106503303,3082646550,848259622365,-30469132537
14,287130,79268790,21894674340,30217500,8338824615,476963289955,3263665950,900248161995,-50271145713
14,279990,77481240,21451038600,29419860,8138850810,448714566930,3171655830,877130879190,-46285808530
14,282285,78202890,21674658300,29680725,8220980700,435524671776,3201054015,886437820740,-52716528236
14,286620,79462335,22038812835,30393960,8425059750,347723080412,3310278930,917431978320,-53625977070
14,282030,78199065,21690693975,29853105,8275809780,366617173336,3245017545,899393727120,-41355831080
14,277695,77015865,21367347345,29402010,8152571085,358676066107,3198045270,886548479775,-40990352531
15,372300,58286625,9139985145,32432430,5071140375,794115116895,2989528200,466839713115,-5575924773
15,381480,59571315,9317534505,33327225,5201628210,813066922680,3088467435,481747132200,1761855766
15,386580,60226410,9398475330,33764040,5259038910,820398893820,3127618350,486984151350,-8893272476
15,389385,60495945,9414722145,33801780,5252418345,817443278325,3116546760,484300165425,-20641565027
15,390915,60603555,9411974775,33634755,5215648620,810096791310,3072077565,476422479750,-9191858920
15,396270,61269360,9490568580,33873945,5238776865,811569671565,3078417375,476143358535,-4952595809
15,400350,61782930,9552288780,34142460,5271272535,815223034125,3098456550,478537393395,-8896950151
15,411825,63441960,9791616480,35230545,5430830880,838594731450,3220145865,496668931500,-13755006526
15,417690,64237305,9898033335,35817555,5513363415,850137251115,3286090395,506280199485,-9481364951
15,415905,63836445,9816924975,35651805,5476176255,842607341835,3273286845,503180003325,-18084985751
15,368985,78005775,16506094665,29476215,6221256420,1314192394320,2516584035,530343127860,28414145584
15,366690,77305545,16312936755,29492025,6206461830,1307298095490,2539426935,533480647860,17080400208
15,370770,77925960,16394497230,29897985,6270115440,1316250705360,2584360485,540784310940,22661291448
15,376890,78969675,16563898575,30656355,6407040750,1340450940270,2677471695,558089884920,19946081052
15,384030,80249520,16787997420,31432320,6553340370,1367825348370,2753034060,572599375740,22415442776
15,381990,79561785,16590157455,31408860,6528219300,1358422114740,2757016650,571741585830,9761758690
15,385305,80021550,16638240000,31751835,6581924340,1365965743020,2797218165,578612454240,21980595216
15,391935,81075210,16790207250,32290395,6669493380,1379131575600,2847465405,587107651740,19532768808
15,392700,80870955,16673275215,32368680,6657791175,1370969881635,2854357290,586261918485,9150460785
15,398565,81725205,16776749625,32613735,6680621580,1369995118380,2861818845,585487109910,1115337746
15,388110,99358455,25450995885,39432945,10087068660,1641101641086,4196478645,1072688462100,-12179543706
15,375105,95700225,24431146335,39031575,9949404360,1493979725112,4235013225,1078628553480,-21958264708
15,376635,95749950,24358377750,39373020,9998817240,1535825625216,4293371250,1089152468250,-16105593054
15,391425,99153690,25134992490,40175505,10161541665,1674349555231,4334068485,1094479501635,-21922400123
15,378165,95362350,24067333500,39883530,10039820220,1700500421072,4393001280,1103762808510,-20504113810
15,394230,99030780,24898965000,41377575,10372742865,1859759593717,4556889525,1139796511455,-5248975737
15,403920,100947870,25252977930,42530940,10607021820,2020981807114,4693742670,1167924057210,10379767956
15,378420,94261260,23503221990,40509810,10072469910,1884348647300,4521239250,1121875114260,34480055410
15,401370,99394920,24638370300,43020030,10637290830,1984405573814,4807341090,1186702088400,24709770876
15,398565,98186475,24211693845,42613560,10485445215,1985645084711,4749666720,1167158556645,17075628205
15,351645,56294820,9025978980,29563425,4725704880,756499754520,2616748035,417735471600,-14073430616
15,364650,58358535,9354256035,30906000,4937717490,790046766570,2766373110,441281809500,-9223659664
15,374595,59916330,9599229180,31920645,5095876395,814778537505,2875333845,458201850765,-8081103197
15,379695,60736920,9731635380,32553810,5197011180,830965584840,2954390730,470756620470,-17100110434
15,384540,61514160,9856653720,33160200,5294279400,846597511200,3031301280,483051052260,-20506043128
15,382755,61209945,9805013415,33174480,5295338415,846574206495,3047997150,485640238875,-18467650741
15,385050,61553685,9856290855,33480480,5342833695,853942692615,3085340370,491545929735,-12225859897
15,382245,61063575,9771119835,33188505,5294720040,846004976370,3052671045,486375174630,-12176924696
15,379950,60672660,9704692590,32902650,5248591305,838550496345,3017426220,480841951305,-27291295207
15,383265,61148490,9772363980,33173205,5288480445,844407559215,3042837225,484699224105,-13370541125
15,385560,81741270,17348203350,31764840,6716474070,1421674222140,2800227420,590505469620,19528315446
15,361845,76525245,16201282455,30618615,6458807280,1363886040030,2749672905,578484221370,11643627872
15,375360,79105590,16689309870,31895655,6706900605,1411811653185,2871752115,602500773915,4031356319
15,388620,81747645,17213217825,32368935,6795527385,1428081938895,2888492355,605161345995,2898079877
15,380205,79722435,16733934105,32276625,6756600105,1415825909595,2907011985,607512564315,8187291113
15,401625,83911575,17549834655,33267045,6941321085,1449811514505,2953513275,615397264785,12795656429
15,393720,81947310,17074728600,33041625,6867752820,1428953600550,2942911395,610876669410,15177133636
15,414375,85928370,17837839560,33906330,7024163445,1456642818135,2975323170,615756574065,8877919743
15,428910,88651005,18343244205,34996455,7226423325,1493739298605,3070039605,633325475835,7668012843
15,443445,91422600,18868308840,36324750,7483234590,1543155691740,3214520820,661726830390,33694055388
15,396270,99893955,25203216465,41995695,10565322435,1737089471155,4676014815,1173858173175,6260901951
15,395760,99344430,24958378980,42151755,10560795930,1712008990012,4714244415,1178706108990,-5962895356
15,384285,96071505,24037678785,41210550,10287103410,1663905130334,4623737010,1152311044710,4753337586
15,377400,93923895,23394348465,40541175,10078613370,1653035283086,4545397185,1128615380850,17341316798
15,400605,99053220,24512021880,42963420,10610577795,1845302160119,4809432600,1186292661165,17208877881
15,407745,100259880,24672778980,43649625,10722550080,1880231059504,4881911505,1198056885990,21496440674
15,421515,103081965,25229445255,44832570,10955249055,1961892804703,4983683790,1216903962765,-7834718819
15,430185,104596920,25453598160,45712320,11106778470,1996414630756,5083162860,1234330380990,-9707641636
15,435795,105557505,25589556255,46112925,11163590175,1927347012209,5129068725,1241189527305,9072412075
15,424830,102385560,24698000010,44499030,10719015270,1982906490790,4889514840,1177278744450,36216198290
